Ev Idx,tid,cat,name,pid,dur,Python parent id,Python module id,Python id,ts,ph
2048,122891,python_function,torch/autograd/profiler.py(1141): increment_step,122891,31.92,58,,78,6939565290613.633,X
2049,122891,python_function,<built-in method values of collections.defaultdict object at 0x7fb81c7b0ea0>,122891,0.266,78,,79,6939565290622.806,X
2050,122891,python_function,<built-in function max>,122891,1.812,78,,80,6939565290626.025,X
2051,122891,python_function,<built-in method _kineto_step of PyCapsule object at 0x7fb81c785110>,122891,4.309,78,,81,6939565290638.273,X
2052,122891,python_function,torch/autograd/profiler.py(721): __init__,122891,16.438,58,,82,6939565290651.099,X
2053,122891,python_function,typing.py(306): inner,122891,5.803,82,,83,6939565290658.705,X
2054,122891,python_function,torch/jit/__init__.py(128): annotate,122891,0.567,82,,84,6939565290666.467,X
2055,122891,python_function,torch/autograd/profiler.py(732): __enter__,122891,190.221,58,,85,6939565290678.634,X
2056,122891,python_function,torch/_ops.py(1105): __call__,122891,182.823,85,,86,6939565290685.159,X
2057,122891,python_function,<built-in method _record_function_enter_new of PyCapsule object at 0x7fb81c0beca0>,122891,174.484,86,,87,6939565290693.222,X
2058,122891,python_function,nn.Module: Transformer_0,122891,37303.795,57,0,88,6939565290902.112,X
2059,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,37298.689,88,,89,6939565290905.538,X
2060,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,1.564,89,,90,6939565290909.42,X
2061,122891,python_function,transformer.py(39): forward,122891,37284.683,89,,91,6939565290915.689,X
2062,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,3.289,91,,92,6939565290919.858,X
2063,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,0.532,91,,93,6939565290924.899,X
2064,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,3.517,91,,94,6939565290928.362,X
2065,122891,python_function,nn.Module: Embedding_0,122891,3408.63,91,0,95,6939565290941.303,X
2066,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,3403.982,95,,96,6939565290943.839,X
2067,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,0.693,96,,97,6939565290944.334,X
2068,122891,python_function,torch/nn/modules/sparse.py(189): forward,122891,3397.139,96,,98,6939565290949.043,X
2069,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.741,98,,99,6939565290952.892,X
2070,122891,python_function,torch/nn/functional.py(2437): embedding,122891,3387.671,98,,100,6939565290956.431,X
2071,122891,python_function,<built-in function _has_torch_function_variadic>,122891,0.483,100,,101,6939565290959.578,X
2072,122891,python_function,<built-in method embedding of type object at 0x7fb97ee5f1c0>,122891,3377.773,100,,102,6939565290965.244,X
2073,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,2.729,91,,103,6939565294362.278,X
2074,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,3.178,91,,104,6939565294579.429,X
2075,122891,python_function,nn.Module: Embedding_1,122891,133.603,91,1,105,6939565294599.147,X
2076,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,130.404,105,,106,6939565294601.541,X
2077,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,4.5,106,,107,6939565294603.95,X
2078,122891,python_function,torch/nn/modules/sparse.py(189): forward,122891,119.188,106,,108,6939565294612.301,X
2079,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.9,108,,109,6939565294615.417,X
2080,122891,python_function,torch/nn/functional.py(2437): embedding,122891,112.741,108,,110,6939565294618.363,X
2081,122891,python_function,<built-in function _has_torch_function_variadic>,122891,0.594,110,,111,6939565294619.377,X
2082,122891,python_function,<built-in method embedding of type object at 0x7fb97ee5f1c0>,122891,109.046,110,,112,6939565294621.841,X
2083,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.955,91,,113,6939565294735.513,X
2084,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,36.149,91,,114,6939565294859.74,X
2085,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,13.578,91,,115,6939565294903.173,X
2086,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,2.69,91,,116,6939565294921.105,X
2087,122891,python_function,nn.Module: Transformer_0,122891,33061.409,91,0,117,6939565294936.63,X
2088,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,33057.999,117,,118,6939565294938.973,X
2089,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,2.68,118,,119,6939565294940.12,X
2090,122891,python_function,torch/nn/modules/transformer.py(172): forward,122891,33049.262,118,,120,6939565294947.034,X
2091,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.812,120,,121,6939565294950.431,X
2092,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,1.478,120,,122,6939565294952.759,X
2093,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,0.268,120,,123,6939565294954.583,X
2094,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,0.741,120,,124,6939565294955.931,X
2095,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,0.492,120,,125,6939565294957.546,X
2096,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.887,120,,126,6939565294960.206,X
2097,122891,python_function,nn.Module: TransformerEncoder_0,122891,12760.528,120,0,127,6939565294972.003,X
2098,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,12756.069,127,,128,6939565294974.718,X
2099,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,0.505,128,,129,6939565294975.076,X
2100,122891,python_function,torch/nn/modules/transformer.py(384): forward,122891,12750.129,128,,130,6939565294979.738,X
2101,122891,python_function,torch/nn/functional.py(5860): _none_or_dtype,122891,0.685,130,,131,6939565294982.869,X
2102,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.611,130,,132,6939565294986.629,X
2103,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.334,130,,133,6939565294989.682,X
2104,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.972,130,,134,6939565294993.159,X
2105,122891,python_function,torch/nn/modules/container.py(329): __getitem__,122891,23.841,130,,135,6939565294999.372,X
2106,122891,python_function,<built-in function isinstance>,122891,0.39,135,,136,6939565295003.49,X
2107,122891,python_function,torch/nn/modules/container.py(312): _get_abs_string_index,122891,15.515,135,,137,6939565295006.94,X
2108,122891,python_function,<built-in function index>,122891,0.23,137,,138,6939565295013.968,X
2109,122891,python_function,<built-in function len>,122891,3.071,137,,139,6939565295016.032,X
2110,122891,python_function,torch/nn/modules/container.py(350): __len__,122891,1.405,139,,140,6939565295017.399,X
2111,122891,python_function,<built-in function len>,122891,0.226,140,,141,6939565295018.427,X
2112,122891,python_function,<built-in function len>,122891,0.799,137,,142,6939565295020.035,X
2113,122891,python_function,torch/nn/modules/container.py(350): __len__,122891,0.39,142,,143,6939565295020.375,X
2114,122891,python_function,<built-in function len>,122891,0.088,143,,144,6939565295020.619,X
2115,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,2.218,130,,145,6939565295025.516,X
2116,122891,python_function,torch/backends/mha/__init__.py(9): get_fastpath_enabled,122891,2.731,130,,146,6939565295031.492,X
2117,122891,python_function,torch/_jit_internal.py(103): is_scripting,122891,0.215,146,,147,6939565295033.635,X
2118,122891,python_function,<built-in function hasattr>,122891,0.745,130,,148,6939565295035.435,X
2119,122891,python_function,torch/nn/modules/transformer.py(47): _get_seq_len,122891,38.731,130,,149,6939565295051.93,X
2120,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,2.091,149,,150,6939565295086.447,X
2121,122891,python_function,<built-in function len>,122891,0.49,149,,151,6939565295089.238,X
2122,122891,python_function,torch/nn/modules/transformer.py(1158): _detect_is_causal_mask,122891,0.631,130,,152,6939565295092.69,X
2123,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.049,130,,153,6939565295095.167,X
2124,122891,python_function,torch/nn/modules/container.py(354): __iter__,122891,4.678,130,,154,6939565295097.921,X
2125,122891,python_function,<built-in method values of collections.defaultdict object at 0x7fb81c7b0ea0>,122891,0.343,154,,155,6939565295099.34,X
2126,122891,python_function,<built-in function iter>,122891,0.404,154,,156,6939565295101.984,X
2127,122891,python_function,nn.Module: TransformerEncoderLayer_0,122891,2587.518,130,0,157,6939565295110.443,X
2128,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,2584.367,157,,158,6939565295112.387,X
2129,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,0.808,158,,159,6939565295112.904,X
2130,122891,python_function,torch/nn/modules/transformer.py(750): forward,122891,2579.134,158,,160,6939565295116.688,X
2131,122891,python_function,torch/nn/functional.py(5860): _none_or_dtype,122891,0.335,160,,161,6939565295117.908,X
2132,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.207,160,,162,6939565295118.986,X
2133,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.137,160,,163,6939565295120.087,X
2134,122891,python_function,torch/backends/mha/__init__.py(9): get_fastpath_enabled,122891,0.758,160,,164,6939565295121.041,X
2135,122891,python_function,torch/_jit_internal.py(103): is_scripting,122891,0.091,164,,165,6939565295121.557,X
2136,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.188,160,,166,6939565295122.584,X
2137,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.252,160,,167,6939565295125.927,X
2138,122891,python_function,torch/nn/modules/transformer.py(911): _sa_block,122891,1398.679,160,,168,6939565295128.811,X
2139,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.328,168,,169,6939565295129.992,X
2140,122891,python_function,nn.Module: MultiheadAttention_0,122891,1191.538,168,0,170,6939565295146.665,X
2141,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,1186.025,170,,171,6939565295150.396,X
2142,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,0.714,171,,172,6939565295151.008,X
2143,122891,python_function,torch/nn/modules/activation.py(1134): forward,122891,1178.628,171,,173,6939565295155.946,X
2144,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.307,173,,174,6939565295157.388,X
2145,122891,python_function,torch/nn/functional.py(5860): _none_or_dtype,122891,0.259,173,,175,6939565295159.253,X
2146,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.35,173,,176,6939565295160.861,X
2147,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.392,173,,177,6939565295163.006,X
2148,122891,python_function,torch/backends/mha/__init__.py(9): get_fastpath_enabled,122891,0.734,173,,178,6939565295164.583,X
2149,122891,python_function,torch/_jit_internal.py(103): is_scripting,122891,0.138,178,,179,6939565295165.063,X
2150,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.625,173,,180,6939565295167.336,X
2151,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.365,173,,181,6939565295169.36,X
2152,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.395,173,,182,6939565295171.523,X
2153,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.358,173,,183,6939565295173.325,X
2154,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.409,173,,184,6939565295177.504,X
2155,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.393,173,,185,6939565295179.404,X
2156,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.338,173,,186,6939565295182.209,X
2157,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.801,173,,187,6939565295186.013,X
2158,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.903,173,,188,6939565295188.443,X
2159,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.661,173,,189,6939565295190.799,X
2160,122891,python_function,torch/nn/functional.py(5868): multi_head_attention_forward,122891,1137.4,173,,190,6939565295193.536,X
2161,122891,python_function,<built-in function _has_torch_function>,122891,0.633,190,,191,6939565295196.909,X
2162,122891,python_function,torch/nn/functional.py(5770): _mha_shape_check,122891,6.453,190,,192,6939565295198.73,X
2163,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.14,192,,193,6939565295203.578,X
2164,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.096,192,,194,6939565295204.254,X
2165,122891,python_function,<built-in method dim of Tensor object at 0x7fb80d4c1800>,122891,0.118,192,,195,6939565295204.66,X
2166,122891,python_function,torch/nn/functional.py(5860): _none_or_dtype,122891,0.117,190,,196,6939565295208.898,X
2167,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.227,190,,197,6939565295210.212,X
2168,122891,python_function,torch/nn/functional.py(5832): _canonical_mask,122891,0.169,190,,198,6939565295211.617,X
2169,122891,python_function,<built-in function isinstance>,122891,0.734,190,,199,6939565295213.206,X
2170,122891,python_function,torch/nn/functional.py(5463): _in_projection_packed,122891,608.393,190,,200,6939565295218.86,X
2171,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,1.194,200,,201,6939565295219.773,X
2172,122891,python_function,<built-in function linear>,122891,254.788,200,,202,6939565295225.612,X
2173,122891,python_function,torch/_tensor.py(1356): unflatten,122891,66.537,200,,203,6939565295483.193,X
2174,122891,python_function,<built-in function _has_torch_function_unary>,122891,0.785,203,,204,6939565295486.931,X
2175,122891,python_function,<built-in function isinstance>,122891,0.965,203,,205,6939565295488.983,X
2176,122891,python_function,<built-in function isinstance>,122891,0.143,203,,206,6939565295491.314,X
2177,122891,python_function,<built-in function isinstance>,122891,0.373,203,,207,6939565295492.455,X
2178,122891,python_function,<built-in method unflatten of Tensor object at 0x7fb80d4fdfd0>,122891,47.454,203,,208,6939565295501.856,X
2179,122891,python_function,<built-in method unsqueeze of Tensor object at 0x7fb80d4fe7a0>,122891,23.842,200,,209,6939565295552.829,X
2180,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,13.472,200,,210,6939565295580.509,X
2181,122891,python_function,<built-in method squeeze of Tensor object at 0x7fb80d4fd850>,122891,31.097,200,,211,6939565295596.797,X
2182,122891,python_function,<built-in method contiguous of Tensor object at 0x7fb80d4fe7a0>,122891,125.973,200,,212,6939565295631.341,X
2183,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,15.232,190,,213,6939565295835.275,X
2184,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,12.477,190,,214,6939565295851.259,X
2185,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,7.775,190,,215,6939565295868.379,X
2186,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,7.851,190,,216,6939565295876.665,X
2187,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,7.609,190,,217,6939565295886.578,X
2188,122891,python_function,<built-in method transpose of Tensor object at 0x7fb80d4c1990>,122891,9.596,190,,218,6939565295894.654,X
2189,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,1.152,190,,219,6939565295906.215,X
2190,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,11.612,190,,220,6939565295908.738,X
2191,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,7.708,190,,221,6939565295921.777,X
2192,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,6.736,190,,222,6939565295930.45,X
2193,122891,python_function,<built-in function scaled_dot_product_attention>,122891,199.248,190,,223,6939565295940.704,X
2194,122891,python_function,<built-in method permute of Tensor object at 0x7fb80d4fdfd0>,122891,28.537,190,,224,6939565296145.451,X
2195,122891,python_function,<built-in method contiguous of Tensor object at 0x7fb80d4fe7a0>,122891,0.581,190,,225,6939565296174.693,X
2196,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,9.306,190,,226,6939565296176.106,X
2197,122891,python_function,<built-in function linear>,122891,125.099,190,,227,6939565296188.521,X
2198,122891,python_function,<built-in method size of Tensor object at 0x7fb9945619e0>,122891,1.804,190,,228,6939565296315.277,X
2199,122891,python_function,<built-in method view of Tensor object at 0x7fb80d4fdfd0>,122891,12.287,190,,229,6939565296317.484,X
2200,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,3.391,168,,230,6939565296347.334,X
2201,122891,python_function,nn.Module: Dropout_0,122891,166.304,168,0,231,6939565296360.244,X
2202,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,163.243,231,,232,6939565296362.32,X
2203,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,3.487,232,,233,6939565296364.136,X
2204,122891,python_function,torch/nn/modules/dropout.py(69): forward,122891,152.866,232,,234,6939565296372.014,X
2205,122891,python_function,torch/nn/functional.py(1401): dropout,122891,149.324,234,,235,6939565296375.204,X
2206,122891,python_function,<built-in function _has_torch_function_unary>,122891,0.398,235,,236,6939565296376.706,X
2207,122891,python_function,torch/_VF.py(27): __getattr__,122891,3.849,235,,237,6939565296386.165,X
2208,122891,python_function,<built-in function getattr>,122891,0.688,237,,238,6939565296389.174,X
2209,122891,python_function,<built-in method dropout of type object at 0x7fb97ee5f1c0>,122891,119.032,235,,239,6939565296405.077,X
2210,122891,python_function,nn.Module: LayerNorm_0,122891,185.345,160,0,240,6939565296604.897,X
2211,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,181.722,240,,241,6939565296607.842,X
2212,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,3.221,241,,242,6939565296608.834,X
2213,122891,python_function,torch/nn/modules/normalization.py(216): forward,122891,173.575,241,,243,6939565296615.34,X
2214,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.284,243,,244,6939565296619.312,X
2215,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.404,243,,245,6939565296621.695,X
2216,122891,python_function,torch/nn/functional.py(2879): layer_norm,122891,165.034,243,,246,6939565296623.52,X
2217,122891,python_function,<built-in function _has_torch_function_variadic>,122891,0.398,246,,247,6939565296624.5,X
2218,122891,python_function,torch/backends/__init__.py(38): __get__,122891,4.498,246,,248,6939565296629.187,X
2219,122891,python_function,<built-in function _get_cudnn_enabled>,122891,0.559,248,,249,6939565296632.948,X
2220,122891,python_function,<built-in method layer_norm of type object at 0x7fb97ee5f1c0>,122891,141.986,246,,250,6939565296646.3,X
2221,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,2.672,160,,251,6939565296795.808,X
2222,122891,python_function,torch/nn/modules/transformer.py(930): _ff_block,122891,670.935,160,,252,6939565296800.35,X
2223,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.488,252,,253,6939565296802.348,X
2224,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.33,252,,254,6939565296805.109,X
2225,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,1.377,252,,255,6939565296807.97,X
2226,122891,python_function,nn.Module: Linear_0,122891,160.83,252,0,256,6939565296825.015,X
2227,122891,python_function,torch/nn/modules/module.py(1740): _call_impl,122891,158.651,256,,257,6939565296826.551,X
2228,122891,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7fb97f3fbb70>,122891,2.121,257,,258,6939565296827.132,X
2229,122891,python_function,torch/nn/modules/linear.py(124): forward,122891,152.075,257,,259,6939565296832.704,X
2230,122891,python_function,torch/nn/modules/module.py(1918): __getattr__,122891,0.582,259,,260,6939565296835.459,X
