Ev Idx,tid,cat,name,pid,dur,Python parent id,Python module id,Python id,ts,ph
428,159650,python_function,torch/profiler/profiler.py(304): add_metadata_json,159650,1.237,60,,65,6940680645493.659,X
429,159650,python_function,<built-in method _add_metadata_json of PyCapsule object at 0x7f2505a790e0>,159650,0.608,65,,66,6940680645494.229,X
430,159650,python_function,<built-in method kineto_available of PyCapsule object at 0x7f2505a79140>,159650,1.06,60,,67,6940680645499.441,X
431,159650,python_function,torch/profiler/profiler.py(319): _get_distributed_info,159650,191.549,60,,68,6940680645502.375,X
432,159650,python_function,torch/distributed/__init__.py(14): is_available,159650,17.502,68,,69,6940680645549.487,X
433,159650,python_function,<built-in function hasattr>,159650,14.511,69,,70,6940680645552.23,X
434,159650,python_function,torch/distributed/distributed_c10d.py(1121): is_initialized,159650,94.212,68,,71,6940680645599.362,X
435,159650,python_function,torch/distributed/distributed_c10d.py(705): WORLD,159650,30.102,71,,72,6940680645663.152,X
436,159650,python_function,torch/distributed/distributed_c10d.py(576): default_pg,159650,9.05,72,,73,6940680645683.95,X
437,159650,python_function,<built-in function hasattr>,159650,6.145,60,,74,6940680645695.617,X
438,159650,python_function,torch/utils/_config_module.py(379): __getattr__,159650,28.807,60,,75,6940680645732.234,X
439,159650,python_function,torch/utils/_config_module.py(148): __getattr__,159650,2.619,75,,76,6940680645757.983,X
440,159650,python_function,<built-in method items of dict object at 0x7f24f71b3240>,159650,0.504,60,,77,6940680645766.444,X
441,159650,python_function,torch/autograd/profiler.py(1141): increment_step,159650,36.97,58,,78,6940680645787.326,X
442,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.439,78,,79,6940680645802.456,X
443,159650,python_function,<built-in function max>,159650,0.937,78,,80,6940680645804.64,X
444,159650,python_function,<built-in method _kineto_step of PyCapsule object at 0x7f2505a79110>,159650,3.762,78,,81,6940680645818.025,X
445,159650,python_function,torch/autograd/profiler.py(721): __init__,159650,71.369,58,,82,6940680645834.647,X
446,159650,python_function,typing.py(306): inner,159650,29.735,82,,83,6940680645873.384,X
447,159650,python_function,torch/jit/__init__.py(128): annotate,159650,0.457,82,,84,6940680645905.083,X
448,159650,python_function,torch/autograd/profiler.py(732): __enter__,159650,163.131,58,,85,6940680645914.697,X
449,159650,python_function,torch/_ops.py(1105): __call__,159650,146.096,85,,86,6940680645930.937,X
450,159650,python_function,<built-in method _record_function_enter_new of PyCapsule object at 0x7f25053b2ca0>,159650,136.812,86,,87,6940680645939.963,X
451,159650,python_function,nn.Module: VGG_0,159650,13108.13,57,0,88,6940680646098.345,X
452,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,13102.93,88,,89,6940680646102.9,X
453,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,1.611,89,,90,6940680646106.452,X
454,159650,python_function,VGG.py(55): forward,159650,13088.352,89,,91,6940680646117.073,X
455,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,3.861,91,,92,6940680646120.629,X
456,159650,python_function,nn.Module: Sequential_0,159650,4961.009,91,0,93,6940680646132.745,X
457,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,4958.299,93,,94,6940680646134.811,X
458,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.555,94,,95,6940680646135.295,X
459,159650,python_function,torch/nn/modules/container.py(248): forward,159650,4953.478,94,,96,6940680646139.339,X
460,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,3.851,96,,97,6940680646140.852,X
461,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.195,97,,98,6940680646142.386,X
462,159650,python_function,<built-in function iter>,159650,0.451,97,,99,6940680646144.052,X
463,159650,python_function,nn.Module: Sequential_1,159650,3595.916,96,1,100,6940680646148.854,X
464,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,3593.923,100,,101,6940680646150.231,X
465,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.324,101,,102,6940680646150.496,X
466,159650,python_function,torch/nn/modules/container.py(248): forward,159650,3591.496,101,,103,6940680646152.322,X
467,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,1.264,103,,104,6940680646152.711,X
468,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.053,104,,105,6940680646153.465,X
469,159650,python_function,<built-in function iter>,159650,0.131,104,,106,6940680646153.788,X
470,159650,python_function,nn.Module: Conv2d_0,159650,2671.528,103,0,107,6940680646182.834,X
471,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,2668.397,107,,108,6940680646184.595,X
472,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.399,108,,109,6940680646184.979,X
473,159650,python_function,torch/nn/modules/conv.py(553): forward,159650,2663.249,108,,110,6940680646189.049,X
474,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.201,110,,111,6940680646191.797,X
475,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.396,110,,112,6940680646194.085,X
476,159650,python_function,torch/nn/modules/conv.py(536): _conv_forward,159650,2655.366,110,,113,6940680646195.685,X
477,159650,python_function,<built-in method conv2d of type object at 0x7f265fe5f1c0>,159650,2649.044,113,,114,6940680646200.786,X
478,159650,python_function,nn.Module: BatchNorm2d_0,159650,521.519,103,0,115,6940680648877.239,X
479,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,517.806,115,,116,6940680648879.825,X
480,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.198,116,,117,6940680648881.305,X
481,159650,python_function,torch/nn/modules/batchnorm.py(159): forward,159650,509.596,116,,118,6940680648887.218,X
482,159650,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim,159650,16.163,118,,119,6940680648889.222,X
483,159650,python_function,<built-in method dim of Tensor object at 0x7f24f6897d30>,159650,1.096,119,,120,6940680648903.701,X
484,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,2.111,118,,121,6940680648911.621,X
485,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.576,118,,122,6940680648915.187,X
486,159650,python_function,<built-in method add_ of Tensor object at 0x7f25de33d170>,159650,54.202,118,,123,6940680648917.997,X
487,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.043,118,,124,6940680648976.912,X
488,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.811,118,,125,6940680648979.557,X
489,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.504,118,,126,6940680648981.679,X
490,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.343,118,,127,6940680648983.344,X
491,159650,python_function,torch/nn/functional.py(2781): batch_norm,159650,410.193,118,,128,6940680648985.573,X
492,159650,python_function,<built-in function _has_torch_function_variadic>,159650,0.609,128,,129,6940680648993.162,X
493,159650,python_function,<built-in method size of Tensor object at 0x7f24f6897d30>,159650,3.048,128,,130,6940680648996.766,X
494,159650,python_function,torch/nn/functional.py(2762): _verify_batch_size,159650,10.492,128,,131,6940680649001.193,X
495,159650,python_function,<built-in function len>,159650,0.5,131,,132,6940680649007.294,X
496,159650,python_function,torch/backends/__init__.py(38): __get__,159650,2.989,128,,133,6940680649018.747,X
497,159650,python_function,<built-in function _get_cudnn_enabled>,159650,0.702,133,,134,6940680649020.875,X
498,159650,python_function,<built-in method batch_norm of type object at 0x7f265fe5f1c0>,159650,371.355,128,,135,6940680649023.916,X
499,159650,python_function,nn.Module: ReLU6_0,159650,329.666,103,0,136,6940680649412.702,X
500,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,326.435,136,,137,6940680649415.06,X
501,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.802,137,,138,6940680649416.165,X
502,159650,python_function,torch/nn/modules/activation.py(268): forward,159650,318.156,137,,139,6940680649422.791,X
503,159650,python_function,torch/nn/functional.py(1745): hardtanh,159650,314.273,139,,140,6940680649425.834,X
504,159650,python_function,<built-in function _has_torch_function_unary>,159650,0.747,140,,141,6940680649429.277,X
505,159650,python_function,<built-in function hardtanh_>,159650,305.403,140,,142,6940680649434.044,X
506,159650,python_function,nn.Module: Sequential_2,159650,1029.419,96,2,143,6940680649751.931,X
507,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,1026.995,143,,144,6940680649753.707,X
508,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.212,144,,145,6940680649754.771,X
509,159650,python_function,torch/nn/modules/container.py(248): forward,159650,1021.291,144,,146,6940680649759.141,X
510,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,3.065,146,,147,6940680649760.692,X
511,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.313,147,,148,6940680649762.317,X
512,159650,python_function,<built-in function iter>,159650,0.37,147,,149,6940680649763.088,X
513,159650,python_function,nn.Module: Conv2d_1,159650,343.647,146,1,150,6940680649782.82,X
514,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,341.567,150,,151,6940680649784.008,X
515,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.63,151,,152,6940680649784.319,X
516,159650,python_function,torch/nn/modules/conv.py(553): forward,159650,338.208,151,,153,6940680649786.899,X
517,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.535,153,,154,6940680649790.342,X
518,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.415,153,,155,6940680649792.888,X
519,159650,python_function,torch/nn/modules/conv.py(536): _conv_forward,159650,330.135,153,,156,6940680649794.015,X
520,159650,python_function,<built-in method conv2d of type object at 0x7f265fe5f1c0>,159650,326.481,156,,157,6940680649797.057,X
521,159650,python_function,nn.Module: BatchNorm2d_1,159650,354.696,146,1,158,6940680650158.843,X
522,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,351.711,158,,159,6940680650161.024,X
523,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.141,159,,160,6940680650161.931,X
524,159650,python_function,torch/nn/modules/batchnorm.py(159): forward,159650,345.91,159,,161,6940680650166.255,X
525,159650,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim,159650,1.876,161,,162,6940680650167.297,X
526,159650,python_function,<built-in method dim of Tensor object at 0x7f24f6897d30>,159650,0.662,162,,163,6940680650168.137,X
527,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.857,161,,164,6940680650173.08,X
528,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.602,161,,165,6940680650176.143,X
529,159650,python_function,<built-in method add_ of Tensor object at 0x7f25de33d170>,159650,39.335,161,,166,6940680650177.317,X
530,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.797,161,,167,6940680650220.217,X
531,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.631,161,,168,6940680650222.231,X
532,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.379,161,,169,6940680650223.972,X
533,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.376,161,,170,6940680650225.386,X
534,159650,python_function,torch/nn/functional.py(2781): batch_norm,159650,284.673,161,,171,6940680650226.801,X
535,159650,python_function,<built-in function _has_torch_function_variadic>,159650,0.523,171,,172,6940680650227.533,X
536,159650,python_function,<built-in method size of Tensor object at 0x7f24f6897d30>,159650,1.791,171,,173,6940680650228.687,X
537,159650,python_function,torch/nn/functional.py(2762): _verify_batch_size,159650,4.411,171,,174,6940680650231.276,X
538,159650,python_function,<built-in function len>,159650,0.3,174,,175,6940680650232.336,X
539,159650,python_function,torch/backends/__init__.py(38): __get__,159650,1.217,171,,176,6940680650240.058,X
540,159650,python_function,<built-in function _get_cudnn_enabled>,159650,0.519,176,,177,6940680650240.628,X
541,159650,python_function,<built-in method batch_norm of type object at 0x7f265fe5f1c0>,159650,269.119,171,,178,6940680650241.81,X
542,159650,python_function,nn.Module: ReLU6_1,159650,256.837,146,1,179,6940680650522.175,X
543,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,254.193,179,,180,6940680650523.931,X
544,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.262,180,,181,6940680650524.909,X
545,159650,python_function,torch/nn/modules/activation.py(268): forward,159650,248.216,180,,182,6940680650529.382,X
546,159650,python_function,torch/nn/functional.py(1745): hardtanh,159650,245.722,182,,183,6940680650531.327,X
547,159650,python_function,<built-in function _has_torch_function_unary>,159650,0.655,183,,184,6940680650531.812,X
548,159650,python_function,<built-in function hardtanh_>,159650,242.426,183,,185,6940680650534.07,X
549,159650,python_function,nn.Module: MaxPool2d_0,159650,298.46,96,0,186,6940680650792.146,X
550,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,295.763,186,,187,6940680650794.012,X
551,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,1.948,187,,188,6940680650794.869,X
552,159650,python_function,torch/nn/modules/pooling.py(212): forward,159650,268.707,187,,189,6940680650820.739,X
553,159650,python_function,torch/_jit_internal.py(614): fn,159650,253.012,189,,190,6940680650835.327,X
554,159650,python_function,torch/nn/functional.py(807): _max_pool2d,159650,244.061,190,,191,6940680650843.163,X
555,159650,python_function,<built-in function _has_torch_function_unary>,159650,0.309,191,,192,6940680650844.209,X
556,159650,python_function,<built-in method max_pool2d of type object at 0x7f265fe5f1c0>,159650,209.962,191,,193,6940680650876.718,X
557,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,3.555,91,,194,6940680651099.69,X
558,159650,python_function,nn.Module: Sequential_3,159650,1507.018,91,3,195,6940680651107.814,X
559,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,1505.21,195,,196,6940680651109.238,X
560,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,1.904,196,,197,6940680651110.011,X
561,159650,python_function,torch/nn/modules/container.py(248): forward,159650,1500.6,196,,198,6940680651113.628,X
562,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,2.42,198,,199,6940680651114.597,X
563,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.315,199,,200,6940680651115.665,X
564,159650,python_function,<built-in function iter>,159650,0.373,199,,201,6940680651116.411,X
565,159650,python_function,nn.Module: Sequential_4,159650,728.228,198,4,202,6940680651128.014,X
566,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,726.796,202,,203,6940680651128.935,X
567,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.398,203,,204,6940680651129.246,X
568,159650,python_function,torch/nn/modules/container.py(248): forward,159650,724.291,203,,205,6940680651131.175,X
569,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,1.001,205,,206,6940680651131.563,X
570,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.084,206,,207,6940680651132.082,X
571,159650,python_function,<built-in function iter>,159650,0.106,206,,208,6940680651132.37,X
572,159650,python_function,nn.Module: Conv2d_2,159650,205.72,205,2,209,6940680651146.518,X
573,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,204.149,209,,210,6940680651147.495,X
574,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.45,210,,211,6940680651147.787,X
575,159650,python_function,torch/nn/modules/conv.py(553): forward,159650,201.745,210,,212,6940680651149.541,X
576,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.877,212,,213,6940680651151.24,X
577,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.371,212,,214,6940680651153.011,X
578,159650,python_function,torch/nn/modules/conv.py(536): _conv_forward,159650,197.079,212,,215,6940680651153.76,X
579,159650,python_function,<built-in method conv2d of type object at 0x7f265fe5f1c0>,159650,194.696,215,,216,6940680651155.849,X
580,159650,python_function,nn.Module: BatchNorm2d_2,159650,353.499,205,2,217,6940680651375.28,X
581,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,351.089,217,,218,6940680651377.004,X
582,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,1.486,218,,219,6940680651377.749,X
583,159650,python_function,torch/nn/modules/batchnorm.py(159): forward,159650,345.755,218,,220,6940680651381.865,X
584,159650,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim,159650,1.502,220,,221,6940680651382.893,X
585,159650,python_function,<built-in method dim of Tensor object at 0x7f24f6897d30>,159650,0.5,221,,222,6940680651383.426,X
586,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.666,220,,223,6940680651387.26,X
587,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.563,220,,224,6940680651390.119,X
588,159650,python_function,<built-in method add_ of Tensor object at 0x7f25de33d170>,159650,34.075,220,,225,6940680651391.115,X
589,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.834,220,,226,6940680651428.488,X
590,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.994,220,,227,6940680651430.405,X
591,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.447,220,,228,6940680651432.477,X
592,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.375,220,,229,6940680651433.82,X
593,159650,python_function,torch/nn/functional.py(2781): batch_norm,159650,291.99,220,,230,6940680651435.003,X
594,159650,python_function,<built-in function _has_torch_function_variadic>,159650,0.463,230,,231,6940680651435.556,X
595,159650,python_function,<built-in method size of Tensor object at 0x7f24f6897d30>,159650,1.567,230,,232,6940680651436.606,X
596,159650,python_function,torch/nn/functional.py(2762): _verify_batch_size,159650,4.795,230,,233,6940680651438.801,X
597,159650,python_function,<built-in function len>,159650,0.27,233,,234,6940680651439.937,X
598,159650,python_function,torch/backends/__init__.py(38): __get__,159650,0.981,230,,235,6940680651446.926,X
599,159650,python_function,<built-in function _get_cudnn_enabled>,159650,0.374,235,,236,6940680651447.397,X
600,159650,python_function,<built-in method batch_norm of type object at 0x7f265fe5f1c0>,159650,278.115,230,,237,6940680651448.392,X
601,159650,python_function,nn.Module: ReLU6_2,159650,117.699,205,2,238,6940680651736.692,X
602,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,115.516,238,,239,6940680651738.397,X
603,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.005,239,,240,6940680651739.394,X
604,159650,python_function,torch/nn/modules/activation.py(268): forward,159650,110.31,239,,241,6940680651743.282,X
605,159650,python_function,torch/nn/functional.py(1745): hardtanh,159650,108.534,241,,242,6940680651744.759,X
606,159650,python_function,<built-in function _has_torch_function_unary>,159650,0.67,242,,243,6940680651745.236,X
607,159650,python_function,<built-in function hardtanh_>,159650,105.646,242,,244,6940680651747.238,X
608,159650,python_function,nn.Module: Sequential_5,159650,668.498,198,5,245,6940680651873.797,X
609,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,666.504,245,,246,6940680651875.36,X
610,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,1.256,246,,247,6940680651875.957,X
611,159650,python_function,torch/nn/modules/container.py(248): forward,159650,662.795,246,,248,6940680651878.872,X
612,159650,python_function,torch/nn/modules/container.py(240): __iter__,159650,2.069,248,,249,6940680651879.691,X
613,159650,python_function,<built-in method values of collections.defaultdict object at 0x7f2505aa4fe0>,159650,0.411,249,,250,6940680651880.603,X
614,159650,python_function,<built-in function iter>,159650,0.339,249,,251,6940680651881.2,X
615,159650,python_function,nn.Module: Conv2d_3,159650,327.81,248,3,252,6940680651889.217,X
616,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,326.316,252,,253,6940680651890.083,X
617,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,0.391,253,,254,6940680651890.338,X
618,159650,python_function,torch/nn/modules/conv.py(553): forward,159650,323.755,253,,255,6940680651892.111,X
619,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.297,255,,256,6940680651895.231,X
620,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,0.343,255,,257,6940680651897.476,X
621,159650,python_function,torch/nn/modules/conv.py(536): _conv_forward,159650,316.876,255,,258,6940680651898.185,X
622,159650,python_function,<built-in method conv2d of type object at 0x7f265fe5f1c0>,159650,314.746,258,,259,6940680651899.857,X
623,159650,python_function,nn.Module: BatchNorm2d_3,159650,203.667,248,3,260,6940680652229.959,X
624,159650,python_function,torch/nn/modules/module.py(1740): _call_impl,159650,201.164,260,,261,6940680652231.887,X
625,159650,python_function,<built-in method _get_tracing_state of PyCapsule object at 0x7f26742efb70>,159650,2.09,261,,262,6940680652232.794,X
626,159650,python_function,torch/nn/modules/batchnorm.py(159): forward,159650,195.651,261,,263,6940680652236.962,X
627,159650,python_function,torch/nn/modules/batchnorm.py(450): _check_input_dim,159650,1.518,263,,264,6940680652237.622,X
628,159650,python_function,<built-in method dim of Tensor object at 0x7f24f6897d30>,159650,0.527,264,,265,6940680652238.144,X
629,159650,python_function,torch/nn/modules/module.py(1918): __getattr__,159650,1.731,263,,266,6940680652243.061,X
