shared memory,pid,dur,stream,ts,est. achieved occupancy %,tid,cat,warps per SM,grid,registers per thread,correlation,ph,name,device,External id,queued,blocks per SM,context,block
16,0,4.961,7,6940680936299.046,1,7,kernel,0.380952,"[8, 1, 1]",48,10118,X,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2619,0,0.095238,1,"[128, 1, 1]"
0,0,1.504,7,6940680936304.871,1,7,kernel,0.380952,"[8, 1, 1]",22,10147,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3>)",0,2636,0,0.095238,1,"[128, 1, 1]"
16384,0,695.589,7,6940680938581.493,67,7,kernel,93.333336,"[196, 1, 5]",57,10169,X,ampere_sgemm_128x32_nn,0,2644,0,11.666667,1,"[256, 1, 1]"
16384,0,722.405,7,6940680939277.785,67,7,kernel,2389.333252,"[196, 128, 1]",57,10186,X,ampere_sgemm_128x32_nn,0,2648,0,298.666656,1,"[256, 1, 1]"
16,0,4.992,7,6940680940000.99,1,7,kernel,0.380952,"[8, 1, 1]",48,10199,X,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2652,0,0.095238,1,"[128, 1, 1]"
0,0,1.344,7,6940680940006.782,19,7,kernel,9.333333,"[196, 1, 1]",16,10231,X,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)",0,2675,0,2.333333,1,"[128, 1, 1]"
0,0,5.152,7,6940680940008.862,100,7,kernel,48.761906,"[1, 1, 512]",40,10240,X,"void at::native::(anonymous namespace)::max_pool_backward_nchw<float, float>(float const*, long const*, int, long, long, long, int, int, int, int, int, int, int, int, int, int, float*)",0,2673,0,6.095238,1,"[256, 1, 1]"
0,0,2.336,7,6940680940014.75,19,7,kernel,9.333333,"[196, 1, 1]",23,10257,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",0,2678,0,2.333333,1,"[128, 1, 1]"
4368,0,10.848,7,6940680940017.79,67,7,kernel,97.523811,"[512, 1, 1]",45,10301,X,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",0,2682,0,6.095238,1,"[512, 1, 1]"
4224,0,33.248,7,6940680940029.374,100,7,kernel,780.190491,"[1, 16, 512]",38,10332,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2698,0,97.523811,1,"[256, 1, 1]"
4224,0,4.0,7,6940680940063.838,22,7,kernel,10.666667,"[7, 16, 1]",38,10334,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2698,0,1.333333,1,"[256, 1, 1]"
65536,0,44.161,7,6940680940071.134,0,7,kernel,3.047619,"[4, 2, 8]",250,10340,X,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,0,2698,0,0.761905,1,"[128, 1, 1]"
4224,0,2.625,7,6940680940116.126,22,7,kernel,10.666667,"[7, 16, 1]",40,10343,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2698,0,1.333333,1,"[256, 1, 1]"
4224,0,3.361,7,6940680940119.55,22,7,kernel,10.666667,"[7, 16, 1]",38,10363,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2698,0,1.333333,1,"[256, 1, 1]"
4224,0,2.912,7,6940680940123.615,22,7,kernel,10.666667,"[7, 16, 1]",38,10365,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2698,0,1.333333,1,"[256, 1, 1]"
73728,0,37.504,7,6940680940127.263,0,7,kernel,6.857143,"[8, 9, 1]",229,10369,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4::Params),0,2698,0,0.857143,1,"[256, 1, 1]"
4224,0,33.472,7,6940680940165.599,100,7,kernel,780.190491,"[1, 16, 512]",40,10373,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2698,0,97.523811,1,"[256, 1, 1]"
16,0,5.216,7,6940680940199.871,13,7,kernel,6.095238,"[32, 1, 1]",32,10387,X,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2701,0,0.380952,1,"[32, 16, 1]"
0,0,3.584,7,6940680940205.919,19,7,kernel,9.333333,"[196, 1, 1]",23,10414,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",0,2713,0,2.333333,1,"[128, 1, 1]"
4368,0,10.912,7,6940680940210.239,67,7,kernel,97.523811,"[512, 1, 1]",45,10458,X,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",0,2717,0,6.095238,1,"[512, 1, 1]"
4224,0,32.992,7,6940680940221.951,100,7,kernel,780.190491,"[1, 16, 512]",38,10489,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2733,0,97.523811,1,"[256, 1, 1]"
4224,0,3.967,7,6940680940255.616,22,7,kernel,10.666667,"[7, 16, 1]",38,10491,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2733,0,1.333333,1,"[256, 1, 1]"
65536,0,44.576,7,6940680940263.104,0,7,kernel,3.047619,"[4, 2, 8]",250,10497,X,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,0,2733,0,0.761905,1,"[128, 1, 1]"
4224,0,2.496,7,6940680940308.48,22,7,kernel,10.666667,"[7, 16, 1]",40,10500,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2733,0,1.333333,1,"[256, 1, 1]"
4224,0,3.392,7,6940680940311.776,22,7,kernel,10.666667,"[7, 16, 1]",38,10520,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2733,0,1.333333,1,"[256, 1, 1]"
4224,0,2.88,7,6940680940315.872,22,7,kernel,10.666667,"[7, 16, 1]",38,10522,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2733,0,1.333333,1,"[256, 1, 1]"
73728,0,37.376,7,6940680940319.52,0,7,kernel,6.857143,"[8, 9, 1]",229,10526,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4::Params),0,2733,0,0.857143,1,"[256, 1, 1]"
4224,0,33.12,7,6940680940357.632,100,7,kernel,780.190491,"[1, 16, 512]",40,10530,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2733,0,97.523811,1,"[256, 1, 1]"
16,0,5.473,7,6940680940391.552,13,7,kernel,6.095238,"[32, 1, 1]",32,10544,X,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2736,0,0.380952,1,"[32, 16, 1]"
0,0,3.391,7,6940680940397.825,19,7,kernel,9.333333,"[196, 1, 1]",23,10571,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",0,2748,0,2.333333,1,"[128, 1, 1]"
4368,0,10.72,7,6940680940401.889,67,7,kernel,97.523811,"[512, 1, 1]",45,10615,X,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",0,2752,0,6.095238,1,"[512, 1, 1]"
4224,0,33.248,7,6940680940413.441,100,7,kernel,780.190491,"[1, 16, 512]",38,10646,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2768,0,97.523811,1,"[256, 1, 1]"
4224,0,3.968,7,6940680940447.457,22,7,kernel,10.666667,"[7, 16, 1]",38,10648,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2768,0,1.333333,1,"[256, 1, 1]"
65536,0,44.128,7,6940680940454.273,0,7,kernel,3.047619,"[4, 2, 8]",250,10654,X,sm80_xmma_dgrad_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_execute_kernel__5x_cudnn,0,2768,0,0.761905,1,"[128, 1, 1]"
4224,0,2.624,7,6940680940499.137,22,7,kernel,10.666667,"[7, 16, 1]",40,10657,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2768,0,1.333333,1,"[256, 1, 1]"
4224,0,3.168,7,6940680942772.687,22,7,kernel,10.666667,"[7, 16, 1]",38,10677,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2768,0,1.333333,1,"[256, 1, 1]"
4224,0,3.169,7,6940680942776.527,22,7,kernel,10.666667,"[7, 16, 1]",38,10679,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2768,0,1.333333,1,"[256, 1, 1]"
73728,0,37.601,7,6940680942780.431,0,7,kernel,6.857143,"[8, 9, 1]",229,10683,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_optimized_tf32_256x128_16x3_nhwc_align4::Params),0,2768,0,0.857143,1,"[256, 1, 1]"
4224,0,33.12,7,6940680942818.736,100,7,kernel,780.190491,"[1, 16, 512]",40,10687,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2768,0,97.523811,1,"[256, 1, 1]"
16,0,5.376,7,6940680942852.56,13,7,kernel,6.095238,"[32, 1, 1]",32,10701,X,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2771,0,0.380952,1,"[32, 16, 1]"
0,0,2.24,7,6940680942858.704,78,7,kernel,37.333332,"[784, 1, 1]",16,10727,X,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)",0,2785,0,9.333333,1,"[128, 1, 1]"
0,0,11.68,7,6940680942861.68,100,7,kernel,195.047623,"[4, 1, 512]",40,10736,X,"void at::native::(anonymous namespace)::max_pool_backward_nchw<float, float>(float const*, long const*, int, long, long, long, int, int, int, int, int, int, int, int, int, int, float*)",0,2783,0,24.380953,1,"[256, 1, 1]"
0,0,5.984,7,6940680942874.096,78,7,kernel,37.333332,"[784, 1, 1]",23,10753,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",0,2788,0,9.333333,1,"[128, 1, 1]"
8464,0,13.664,7,6940680942880.784,67,7,kernel,97.523811,"[512, 1, 1]",45,10797,X,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",0,2792,0,6.095238,1,"[512, 1, 1]"
4224,0,33.664,7,6940680942895.28,100,7,kernel,780.190491,"[1, 16, 512]",38,10828,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2808,0,97.523811,1,"[256, 1, 1]"
4224,0,7.327,7,6940680942929.777,79,7,kernel,38.095238,"[25, 16, 1]",38,10830,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2808,0,4.761905,1,"[256, 1, 1]"
73728,0,100.32,7,6940680942937.873,0,7,kernel,2.666667,"[7, 8, 1]",180,10834,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_128x64_16x6_nhwc_align4>(cutlass_tensorop_s1688dgrad_optimized_tf32_128x64_16x6_nhwc_align4::Params),0,2808,0,0.666667,1,"[128, 1, 1]"
4224,0,2.912,7,6940680943039.473,79,7,kernel,38.095238,"[25, 16, 1]",40,10838,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2808,0,4.761905,1,"[256, 1, 1]"
4224,0,7.104,7,6940680943043.089,79,7,kernel,38.095238,"[25, 16, 1]",38,10858,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2808,0,4.761905,1,"[256, 1, 1]"
4224,0,6.848,7,6940680943050.865,79,7,kernel,38.095238,"[25, 16, 1]",38,10860,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2808,0,4.761905,1,"[256, 1, 1]"
73728,0,86.337,7,6940680943058.513,0,7,kernel,6.857143,"[8, 9, 1]",251,10864,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688wgrad_analytic_tf32_256x128_16x3_nhwc_align4>(cutlass_tensorop_s1688wgrad_analytic_tf32_256x128_16x3_nhwc_align4::Params),0,2808,0,0.857143,1,"[256, 1, 1]"
4224,0,32.832,7,6940680943145.586,100,7,kernel,780.190491,"[1, 16, 512]",40,10868,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,2808,0,97.523811,1,"[256, 1, 1]"
16,0,8.64,7,6940680943179.218,13,7,kernel,6.095238,"[32, 1, 1]",32,10882,X,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)",0,2811,0,0.380952,1,"[32, 16, 1]"
0,0,9.408,7,6940680943188.69,78,7,kernel,37.333332,"[784, 1, 1]",23,10909,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::hardtanh_backward_kernel(at::TensorIterator&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::detail::Array<char*, 3>)",0,2823,0,9.333333,1,"[128, 1, 1]"
8464,0,14.048,7,6940680943198.866,67,7,kernel,97.523811,"[512, 1, 1]",45,10953,X,"void cudnn::bn_bw_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_bw_1C11_args<float>)",0,2827,0,6.095238,1,"[512, 1, 1]"
4224,0,33.376,7,6940680943213.778,100,7,kernel,780.190491,"[1, 16, 512]",38,10984,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2843,0,97.523811,1,"[256, 1, 1]"
4224,0,7.488,7,6940680943247.891,79,7,kernel,38.095238,"[25, 16, 1]",38,10986,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,2843,0,4.761905,1,"[256, 1, 1]"
73728,0,100.512,7,6940680943256.211,0,7,kernel,2.666667,"[7, 8, 1]",180,10990,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688dgrad_optimized_tf32_128x64_16x6_nhwc_align4>(cutlass_tensorop_s1688dgrad_optimized_tf32_128x64_16x6_nhwc_align4::Params),0,2843,0,0.666667,1,"[128, 1, 1]"
