ts,tid,pid,Python id,dur,Ev Idx,cat,ph,name,Python module id,Python parent id
6083647114299.659,383547,383547,36,14107.806,399,python_function,X,ipykernel_launcher.py(18): <module>,,35
6083647114303.706,383547,383547,37,14103.759,400,python_function,X,traitlets/config/application.py(1075): launch_instance,,36
6083647114307.111,383547,383547,38,14100.354,401,python_function,X,ipykernel/kernelapp.py(739): start,,37
6083647114307.439,383547,383547,39,14100.026,402,python_function,X,tornado/platform/asyncio.py(205): start,,38
6083647114307.853,383547,383547,40,14099.612,403,python_function,X,asyncio/base_events.py(603): run_forever,,39
6083647114308.406,383547,383547,41,14099.059,404,python_function,X,asyncio/base_events.py(1909): _run_once,,40
6083647114311.872,383547,383547,42,14095.593,405,python_function,X,asyncio/events.py(80): _run,,41
6083647114312.794,383547,383547,43,14094.671,406,python_function,X,ipykernel/kernelbase.py(545): dispatch_queue,,42
6083647114313.598,383547,383547,44,14093.867,407,python_function,X,ipykernel/kernelbase.py(534): process_one,,43
6083647114314.378,383547,383547,45,14093.087,408,python_function,X,ipykernel/kernelbase.py(437): dispatch_shell,,44
6083647114315.188,383547,383547,46,14092.277,409,python_function,X,ipykernel/ipkernel.py(362): execute_request,,45
6083647114315.822,383547,383547,47,14091.643,410,python_function,X,ipykernel/kernelbase.py(778): execute_request,,46
6083647114316.83,383547,383547,48,14090.635,411,python_function,X,ipykernel/ipkernel.py(449): do_execute,,47
6083647114318.304,383547,383547,49,14089.161,412,python_function,X,ipykernel/zmqshell.py(549): run_cell,,48
6083647114321.467,383547,383547,50,14085.998,413,python_function,X,IPython/core/interactiveshell.py(3075): run_cell,,49
6083647114322.224,383547,383547,51,14085.241,414,python_function,X,IPython/core/interactiveshell.py(3130): _run_cell,,50
6083647114329.66,383547,383547,52,14077.805,415,python_function,X,IPython/core/async_helpers.py(128): _pseudo_sync_runner,,51
6083647114330.727,383547,383547,53,14076.738,416,python_function,X,IPython/core/interactiveshell.py(3334): run_cell_async,,52
6083647114331.756,383547,383547,54,14075.709,417,python_function,X,IPython/core/interactiveshell.py(3517): run_ast_nodes,,53
6083647114332.594,383547,383547,55,14074.871,418,python_function,X,IPython/core/interactiveshell.py(3577): run_code,,54
6083647114335.179,383547,383547,56,14072.286,419,python_function,X,/tmp/ipykernel_383547/1204266699.py(25): <module>,,55
6083647114335.923,383547,383547,57,361.411,420,python_function,X,torch/profiler/profiler.py(776): step,,56
6083647114337.901,383547,383547,58,174.088,421,python_function,X,torch/profiler/profiler.py(793): _transit_action,,57
6083647114339.525,383547,383547,59,171.75,422,python_function,X,torch/profiler/profiler.py(174): start_trace,,58
6083647114341.157,383547,383547,60,38.112,423,python_function,X,torch/autograd/profiler.py(339): _start_trace,,59
6083647114371.206,383547,383547,61,1.078,424,python_function,X,<built-in function perf_counter_ns>,,60
6083647114386.429,383547,383547,62,12.387,425,python_function,X,torch/profiler/profiler.py(304): add_metadata_json,,59
6083647114394.374,383547,383547,63,4.163,426,python_function,X,<built-in method _add_metadata_json of PyCapsule object at 0x7f408de24fc0>,,62
6083647114399.865,383547,383547,64,1.215,427,python_function,X,torch/profiler/profiler.py(304): add_metadata_json,,59
6083647114400.342,383547,383547,65,0.666,428,python_function,X,<built-in method _add_metadata_json of PyCapsule object at 0x7f408de24fc0>,,64
6083647114404.925,383547,383547,66,0.901,429,python_function,X,<built-in method kineto_available of PyCapsule object at 0x7f408de25020>,,59
6083647114407.586,383547,383547,67,41.207,430,python_function,X,torch/profiler/profiler.py(319): _get_distributed_info,,59
6083647114414.94,383547,383547,68,7.031,431,python_function,X,torch/distributed/__init__.py(14): is_available,,67
6083647114418.489,383547,383547,69,3.32,432,python_function,X,<built-in function hasattr>,,68
6083647114428.373,383547,383547,70,20.081,433,python_function,X,torch/distributed/distributed_c10d.py(1121): is_initialized,,67
6083647114443.228,383547,383547,71,5.0,434,python_function,X,torch/distributed/distributed_c10d.py(705): WORLD,,70
6083647114447.513,383547,383547,72,0.517,435,python_function,X,torch/distributed/distributed_c10d.py(576): default_pg,,71
6083647114451.196,383547,383547,73,2.064,436,python_function,X,<built-in function hasattr>,,59
6083647114484.766,383547,383547,74,19.78,437,python_function,X,torch/utils/_config_module.py(379): __getattr__,,59
6083647114495.373,383547,383547,75,8.717,438,python_function,X,torch/utils/_config_module.py(148): __getattr__,,74
6083647114509.759,383547,383547,76,0.333,439,python_function,X,<built-in method items of dict object at 0x7f408d0333c0>,,59
6083647114527.263,383547,383547,77,19.847,440,python_function,X,torch/autograd/profiler.py(1141): increment_step,,57
6083647114534.358,383547,383547,78,0.398,441,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,77
6083647114536.624,383547,383547,79,0.92,442,python_function,X,<built-in function max>,,77
6083647114543.124,383547,383547,80,2.685,443,python_function,X,<built-in method _kineto_step of PyCapsule object at 0x7f408de24ff0>,,77
6083647114551.741,383547,383547,81,12.327,444,python_function,X,torch/autograd/profiler.py(721): __init__,,57
6083647114557.177,383547,383547,82,3.328,445,python_function,X,typing.py(306): inner,,81
6083647114563.237,383547,383547,83,0.405,446,python_function,X,torch/jit/__init__.py(128): annotate,,81
6083647114569.445,383547,383547,84,127.419,447,python_function,X,torch/autograd/profiler.py(732): __enter__,,57
6083647114574.759,383547,383547,85,121.356,448,python_function,X,torch/_ops.py(1105): __call__,,84
6083647114579.246,383547,383547,86,116.555,449,python_function,X,<built-in method _record_function_enter_new of PyCapsule object at 0x7f408d55aaf0>,,85
6083647114711.539,383547,383547,87,9753.584,450,python_function,X,nn.Module: VGG_0,0,56
6083647114714.05,383547,383547,88,9750.12,451,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,87
6083647114717.241,383547,383547,89,1.297,452,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,88
6083647114721.811,383547,383547,90,9741.933,453,python_function,X,VGG.py(55): forward,,88
6083647114724.653,383547,383547,91,2.589,454,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,90
6083647114733.123,383547,383547,92,3528.864,455,python_function,X,nn.Module: Sequential_0,0,90
6083647114734.51,383547,383547,93,3526.866,456,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,92
6083647114734.917,383547,383547,94,0.394,457,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,93
6083647114737.025,383547,383547,95,3524.104,458,python_function,X,torch/nn/modules/container.py(248): forward,,93
6083647114737.705,383547,383547,96,3.194,459,python_function,X,torch/nn/modules/container.py(240): __iter__,,95
6083647114738.888,383547,383547,97,0.154,460,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,96
6083647114740.386,383547,383547,98,0.293,461,python_function,X,<built-in function iter>,,96
6083647114745.978,383547,383547,99,2898.687,462,python_function,X,nn.Module: Sequential_1,1,95
6083647114746.907,383547,383547,100,2897.082,463,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,99
6083647114747.279,383547,383547,101,0.381,464,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,100
6083647114751.134,383547,383547,102,2892.467,465,python_function,X,torch/nn/modules/container.py(248): forward,,100
6083647114751.43,383547,383547,103,1.007,466,python_function,X,torch/nn/modules/container.py(240): __iter__,,102
6083647114751.897,383547,383547,104,0.065,467,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,103
6083647114752.182,383547,383547,105,0.174,468,python_function,X,<built-in function iter>,,103
6083647114768.236,383547,383547,106,2385.013,469,python_function,X,nn.Module: Conv2d_0,0,102
6083647114769.322,383547,383547,107,2382.533,470,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,106
6083647114769.683,383547,383547,108,0.385,471,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,107
6083647114773.266,383547,383547,109,2377.854,472,python_function,X,torch/nn/modules/conv.py(553): forward,,107
6083647114776.535,383547,383547,110,0.916,473,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,109
6083647114778.618,383547,383547,111,0.392,474,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,109
6083647114779.657,383547,383547,112,2370.427,475,python_function,X,torch/nn/modules/conv.py(536): _conv_forward,,109
6083647114784.292,383547,383547,113,2365.111,476,python_function,X,<built-in method conv2d of type object at 0x7f41e7e5f1c0>,,112
6083647117176.1,383547,383547,114,277.89,477,python_function,X,nn.Module: BatchNorm2d_0,0,102
6083647117178.166,383547,383547,115,275.085,478,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,114
6083647117179.613,383547,383547,116,2.488,479,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,115
6083647117187.056,383547,383547,117,265.763,480,python_function,X,torch/nn/modules/batchnorm.py(159): forward,,115
6083647117189.157,383547,383547,118,7.872,481,python_function,X,torch/nn/modules/batchnorm.py(450): _check_input_dim,,117
6083647117195.837,383547,383547,119,0.633,482,python_function,X,<built-in method dim of Tensor object at 0x7f41663e0fe0>,,118
6083647117201.162,383547,383547,120,2.056,483,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117204.578,383547,383547,121,0.565,484,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117207.046,383547,383547,122,41.357,485,python_function,X,<built-in method add_ of Tensor object at 0x7f408c6d2390>,,117
6083647117252.591,383547,383547,123,0.904,486,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117254.838,383547,383547,124,0.752,487,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117256.773,383547,383547,125,0.358,488,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117258.28,383547,383547,126,0.47,489,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,117
6083647117260.349,383547,383547,127,191.989,490,python_function,X,torch/nn/functional.py(2781): batch_norm,,117
6083647117265.503,383547,383547,128,0.67,491,python_function,X,<built-in function _has_torch_function_variadic>,,127
6083647117268.97,383547,383547,129,1.78,492,python_function,X,<built-in method size of Tensor object at 0x7f41663e0fe0>,,127
6083647117271.466,383547,383547,130,11.299,493,python_function,X,torch/nn/functional.py(2762): _verify_batch_size,,127
6083647117278.881,383547,383547,131,0.416,494,python_function,X,<built-in function len>,,130
6083647117286.744,383547,383547,132,2.401,495,python_function,X,torch/backends/__init__.py(38): __get__,,127
6083647117288.605,383547,383547,133,0.402,496,python_function,X,<built-in function _get_cudnn_enabled>,,132
6083647117291.559,383547,383547,134,160.444,497,python_function,X,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>,,127
6083647117463.121,383547,383547,135,179.314,498,python_function,X,nn.Module: ReLU6_0,0,102
6083647117464.693,383547,383547,136,177.112,499,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,135
6083647117465.399,383547,383547,137,1.732,500,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,136
6083647117469.491,383547,383547,138,171.932,501,python_function,X,torch/nn/modules/activation.py(268): forward,,136
6083647117473.307,383547,383547,139,167.66,502,python_function,X,torch/nn/functional.py(1745): hardtanh,,138
6083647117475.352,383547,383547,140,0.398,503,python_function,X,<built-in function _has_torch_function_unary>,,139
6083647117478.505,383547,383547,141,162.012,504,python_function,X,<built-in function hardtanh_>,,139
6083647117651.356,383547,383547,142,506.163,505,python_function,X,nn.Module: Sequential_2,2,95
6083647117652.744,383547,383547,143,504.137,506,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,142
6083647117653.366,383547,383547,144,1.71,507,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,143
6083647117656.818,383547,383547,145,499.824,508,python_function,X,torch/nn/modules/container.py(248): forward,,143
6083647117657.412,383547,383547,146,2.095,509,python_function,X,torch/nn/modules/container.py(240): __iter__,,145
6083647117658.285,383547,383547,147,0.362,510,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,146
6083647117658.972,383547,383547,148,0.342,511,python_function,X,<built-in function iter>,,146
6083647117672.356,383547,383547,149,161.063,512,python_function,X,nn.Module: Conv2d_1,1,145
6083647117673.415,383547,383547,150,159.233,513,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,149
6083647117673.748,383547,383547,151,0.469,514,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,150
6083647117676.048,383547,383547,152,156.22,515,python_function,X,torch/nn/modules/conv.py(553): forward,,150
6083647117679.676,383547,383547,153,1.175,516,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,152
6083647117682.331,383547,383547,154,0.404,517,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,152
6083647117683.249,383547,383547,155,148.53,518,python_function,X,torch/nn/modules/conv.py(536): _conv_forward,,152
6083647117685.047,383547,383547,156,146.396,519,python_function,X,<built-in method conv2d of type object at 0x7f41e7e5f1c0>,,155
6083647117851.043,383547,383547,157,195.949,520,python_function,X,nn.Module: BatchNorm2d_1,1,145
6083647117852.731,383547,383547,158,193.743,521,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,157
6083647117853.771,383547,383547,159,1.494,522,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,158
6083647117857.099,383547,383547,160,188.829,523,python_function,X,torch/nn/modules/batchnorm.py(159): forward,,158
6083647117857.868,383547,383547,161,1.602,524,python_function,X,torch/nn/modules/batchnorm.py(450): _check_input_dim,,160
6083647117858.509,383547,383547,162,0.547,525,python_function,X,<built-in method dim of Tensor object at 0x7f41663e0fe0>,,161
6083647117862.804,383547,383547,163,1.503,526,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117865.393,383547,383547,164,0.611,527,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117866.533,383547,383547,165,32.752,528,python_function,X,<built-in method add_ of Tensor object at 0x7f408c6d2390>,,160
6083647117902.291,383547,383547,166,1.046,529,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117904.562,383547,383547,167,0.54,530,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117906.301,383547,383547,168,0.369,531,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117907.788,383547,383547,169,0.326,532,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,160
6083647117908.976,383547,383547,170,136.63,533,python_function,X,torch/nn/functional.py(2781): batch_norm,,160
6083647117909.562,383547,383547,171,0.506,534,python_function,X,<built-in function _has_torch_function_variadic>,,170
6083647117910.857,383547,383547,172,1.266,535,python_function,X,<built-in method size of Tensor object at 0x7f41663e0fe0>,,170
6083647117912.586,383547,383547,173,4.24,536,python_function,X,torch/nn/functional.py(2762): _verify_batch_size,,170
6083647117913.628,383547,383547,174,0.233,537,python_function,X,<built-in function len>,,173
6083647117919.811,383547,383547,175,1.014,538,python_function,X,torch/backends/__init__.py(38): __get__,,170
6083647117920.314,383547,383547,176,0.399,539,python_function,X,<built-in function _get_cudnn_enabled>,,175
6083647117921.375,383547,383547,177,123.976,540,python_function,X,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>,,170
6083647118055.801,383547,383547,178,99.953,541,python_function,X,nn.Module: ReLU6_1,1,145
6083647118057.14,383547,383547,179,98.159,542,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,178
6083647118057.786,383547,383547,180,1.488,543,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,179
6083647118060.979,383547,383547,181,94.017,544,python_function,X,torch/nn/modules/activation.py(268): forward,,179
6083647118062.121,383547,383547,182,92.556,545,python_function,X,torch/nn/functional.py(1745): hardtanh,,181
6083647118062.519,383547,383547,183,0.344,546,python_function,X,<built-in function _has_torch_function_unary>,,182
6083647118064.219,383547,383547,184,90.153,547,python_function,X,<built-in function hardtanh_>,,182
6083647118166.919,383547,383547,185,93.197,548,python_function,X,nn.Module: MaxPool2d_0,0,95
6083647118168.282,383547,383547,186,91.383,549,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,185
6083647118168.816,383547,383547,187,1.239,550,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,186
6083647118173.965,383547,383547,188,85.461,551,python_function,X,torch/nn/modules/pooling.py(212): forward,,186
6083647118192.324,383547,383547,189,66.481,552,python_function,X,torch/_jit_internal.py(614): fn,,188
6083647118196.466,383547,383547,190,61.597,553,python_function,X,torch/nn/functional.py(807): _max_pool2d,,189
6083647118197.213,383547,383547,191,0.197,554,python_function,X,<built-in function _has_torch_function_unary>,,190
6083647118203.531,383547,383547,192,54.365,555,python_function,X,<built-in method max_pool2d of type object at 0x7f41e7e5f1c0>,,190
6083647118294.025,383547,383547,193,2.395,556,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,90
6083647118301.647,383547,383547,194,1037.483,557,python_function,X,nn.Module: Sequential_3,3,90
6083647118302.76,383547,383547,195,1035.563,558,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,194
6083647118303.221,383547,383547,196,1.068,559,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,195
6083647118305.609,383547,383547,197,1032.365,560,python_function,X,torch/nn/modules/container.py(248): forward,,195
6083647118306.105,383547,383547,198,1.826,561,python_function,X,torch/nn/modules/container.py(240): __iter__,,197
6083647118306.899,383547,383547,199,0.285,562,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,198
6083647118307.431,383547,383547,200,0.32,563,python_function,X,<built-in function iter>,,198
6083647118312.424,383547,383547,201,483.29,564,python_function,X,nn.Module: Sequential_4,4,197
6083647118313.173,383547,383547,202,482.035,565,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,201
6083647118313.477,383547,383547,203,0.436,566,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,202
6083647118315.219,383547,383547,204,479.717,567,python_function,X,torch/nn/modules/container.py(248): forward,,202
6083647118315.516,383547,383547,205,0.892,568,python_function,X,torch/nn/modules/container.py(240): __iter__,,204
6083647118315.977,383547,383547,206,0.097,569,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,205
6083647118316.235,383547,383547,207,0.087,570,python_function,X,<built-in function iter>,,205
6083647118324.631,383547,383547,208,168.933,571,python_function,X,nn.Module: Conv2d_2,2,204
6083647118325.407,383547,383547,209,167.585,572,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,208
6083647118325.69,383547,383547,210,0.361,573,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,209
6083647118327.298,383547,383547,211,165.297,574,python_function,X,torch/nn/modules/conv.py(553): forward,,209
6083647118329.17,383547,383547,212,0.75,575,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,211
6083647118330.826,383547,383547,213,0.372,576,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,211
6083647118331.617,383547,383547,214,160.467,577,python_function,X,torch/nn/modules/conv.py(536): _conv_forward,,211
6083647118333.031,383547,383547,215,158.711,578,python_function,X,<built-in method conv2d of type object at 0x7f41e7e5f1c0>,,214
6083647118504.239,383547,383547,216,185.843,579,python_function,X,nn.Module: BatchNorm2d_2,2,204
6083647118505.7,383547,383547,217,183.819,580,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,216
6083647118506.388,383547,383547,218,1.429,581,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,217
6083647118509.548,383547,383547,219,179.595,582,python_function,X,torch/nn/modules/batchnorm.py(159): forward,,217
6083647118510.119,383547,383547,220,1.502,583,python_function,X,torch/nn/modules/batchnorm.py(450): _check_input_dim,,219
6083647118510.813,383547,383547,221,0.433,584,python_function,X,<built-in method dim of Tensor object at 0x7f41663e0fe0>,,220
6083647118514.676,383547,383547,222,1.481,585,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118517.234,383547,383547,223,0.533,586,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118518.319,383547,383547,224,30.686,587,python_function,X,<built-in method add_ of Tensor object at 0x7f408c6d2390>,,219
6083647118552.109,383547,383547,225,0.84,588,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118554.08,383547,383547,226,0.628,589,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118555.778,383547,383547,227,0.371,590,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118557.14,383547,383547,228,0.333,591,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,219
6083647118558.292,383547,383547,229,130.505,592,python_function,X,torch/nn/functional.py(2781): batch_norm,,219
6083647118558.658,383547,383547,230,0.437,593,python_function,X,<built-in function _has_torch_function_variadic>,,229
6083647118559.79,383547,383547,231,1.298,594,python_function,X,<built-in method size of Tensor object at 0x7f41663e0fe0>,,229
6083647118561.508,383547,383547,232,3.725,595,python_function,X,torch/nn/functional.py(2762): _verify_batch_size,,229
6083647118562.247,383547,383547,233,0.255,596,python_function,X,<built-in function len>,,232
6083647118568.086,383547,383547,234,0.853,597,python_function,X,torch/backends/__init__.py(38): __get__,,229
6083647118568.404,383547,383547,235,0.452,598,python_function,X,<built-in function _get_cudnn_enabled>,,234
6083647118569.336,383547,383547,236,119.195,599,python_function,X,<built-in method batch_norm of type object at 0x7f41e7e5f1c0>,,229
6083647118695.373,383547,383547,237,98.735,600,python_function,X,nn.Module: ReLU6_2,2,204
6083647118696.544,383547,383547,238,97.106,601,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,237
6083647118697.1,383547,383547,239,1.225,602,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,238
6083647118699.907,383547,383547,240,93.463,603,python_function,X,torch/nn/modules/activation.py(268): forward,,238
6083647118701.713,383547,383547,241,91.347,604,python_function,X,torch/nn/functional.py(1745): hardtanh,,240
6083647118701.944,383547,383547,242,0.291,605,python_function,X,<built-in function _has_torch_function_unary>,,241
6083647118703.42,383547,383547,243,89.34,606,python_function,X,<built-in function hardtanh_>,,241
6083647118801.068,383547,383547,244,474.837,607,python_function,X,nn.Module: Sequential_5,5,197
6083647118802.17,383547,383547,245,473.194,608,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,244
6083647118802.685,383547,383547,246,0.99,609,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,245
6083647118805.171,383547,383547,247,469.97,610,python_function,X,torch/nn/modules/container.py(248): forward,,245
6083647118805.646,383547,383547,248,1.648,611,python_function,X,torch/nn/modules/container.py(240): __iter__,,247
6083647118806.303,383547,383547,249,0.265,612,python_function,X,<built-in method values of collections.defaultdict object at 0x7f408de37ba0>,,248
6083647118806.811,383547,383547,250,0.32,613,python_function,X,<built-in function iter>,,248
6083647118813.133,383547,383547,251,165.045,614,python_function,X,nn.Module: Conv2d_3,3,247
6083647118814.682,383547,383547,252,162.93,615,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,251
6083647118815.0,383547,383547,253,0.33,616,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,252
6083647118816.612,383547,383547,254,160.664,617,python_function,X,torch/nn/modules/conv.py(553): forward,,252
6083647118818.871,383547,383547,255,0.964,618,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,254
6083647118820.838,383547,383547,256,0.391,619,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,254
6083647118821.536,383547,383547,257,155.324,620,python_function,X,torch/nn/modules/conv.py(536): _conv_forward,,254
6083647118822.855,383547,383547,258,153.664,621,python_function,X,<built-in method conv2d of type object at 0x7f41e7e5f1c0>,,257
6083647118994.354,383547,383547,259,180.727,622,python_function,X,nn.Module: BatchNorm2d_3,3,247
6083647118996.397,383547,383547,260,178.08,623,python_function,X,torch/nn/modules/module.py(1740): _call_impl,,259
6083647118997.151,383547,383547,261,1.369,624,python_function,X,<built-in method _get_tracing_state of PyCapsule object at 0x7f41fc1f7a20>,,260
6083647119000.397,383547,383547,262,173.686,625,python_function,X,torch/nn/modules/batchnorm.py(159): forward,,260
6083647119001.125,383547,383547,263,1.254,626,python_function,X,torch/nn/modules/batchnorm.py(450): _check_input_dim,,262
6083647119001.566,383547,383547,264,0.483,627,python_function,X,<built-in method dim of Tensor object at 0x7f41663e0fe0>,,263
6083647119005.24,383547,383547,265,1.352,628,python_function,X,torch/nn/modules/module.py(1918): __getattr__,,262
