shared memory,pid,dur,stream,ts,est. achieved occupancy %,tid,cat,warps per SM,grid,registers per thread,correlation,ph,name,device,External id,queued,blocks per SM,context,block
144,0,22.24,7,6083647121688.136,51,7,kernel,24.380953,"[128, 1, 1]",40,441,X,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, 512, true, 1, true>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)",0,89,0,1.52381,1,"[512, 1, 1]"
0,0,24.0,7,6083647121735.208,100,7,kernel,149.333328,"[3136, 1, 1]",18,461,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,102,0,37.333332,1,"[128, 1, 1]"
0,0,20.48,7,6083647121759.943,100,7,kernel,149.333328,"[1568, 1, 1]",26,480,X,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",0,105,0,18.666666,1,"[256, 1, 1]"
4224,0,4.736,7,6083647121781.16,78,7,kernel,37.333332,"[98, 4, 1]",38,498,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,109,0,4.666667,1,"[256, 1, 1]"
4224,0,6.945,7,6083647121786.663,100,7,kernel,97.523811,"[1, 4, 256]",38,500,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,109,0,12.190476,1,"[256, 1, 1]"
49152,0,53.28,7,6083647121794.343,5,7,kernel,2.380952,"[2, 25, 1]",230,503,X,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,0,109,0,0.595238,1,"[128, 1, 1]"
0,0,6.943,7,6083647121848.52,100,7,kernel,149.333328,"[3136, 1, 1]",16,512,X,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,112,0,37.333332,1,"[128, 1, 1]"
0,0,1.983,7,6083647121856.264,0,7,kernel,0.047619,"[1, 1, 1]",24,518,X,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",0,113,0,0.011905,1,"[128, 1, 1]"
14480,0,11.232,7,6083647121859.143,100,7,kernel,48.761906,"[256, 1, 1]",40,571,X,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",0,116,0,3.047619,1,"[512, 1, 1]"
0,0,6.657,7,6083647121880.775,100,7,kernel,74.666664,"[1568, 1, 1]",18,592,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,129,0,18.666666,1,"[128, 1, 1]"
4224,0,7.488,7,6083647121888.263,100,7,kernel,74.666664,"[98, 8, 1]",38,614,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,134,0,9.333333,1,"[256, 1, 1]"
4224,0,11.072,7,6083647121896.519,100,7,kernel,195.047623,"[1, 8, 256]",38,616,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,134,0,24.380953,1,"[256, 1, 1]"
49152,0,83.967,7,6083647121910.536,17,7,kernel,19.047619,"[2, 25, 8]",230,620,X,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,0,134,0,4.761905,1,"[128, 1, 1]"
0,0,7.296,7,6083647121995.367,100,7,kernel,149.333328,"[3136, 1, 1]",16,629,X,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,137,0,37.333332,1,"[128, 1, 1]"
0,0,1.952,7,6083647122003.399,0,7,kernel,0.047619,"[1, 1, 1]",24,635,X,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",0,138,0,0.011905,1,"[128, 1, 1]"
14480,0,10.56,7,6083647122006.119,100,7,kernel,48.761906,"[256, 1, 1]",40,688,X,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",0,141,0,3.047619,1,"[512, 1, 1]"
0,0,7.168,7,6083647122026.695,100,7,kernel,74.666664,"[1568, 1, 1]",18,709,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,154,0,18.666666,1,"[128, 1, 1]"
4224,0,6.464,7,6083647122034.631,100,7,kernel,74.666664,"[98, 8, 1]",38,731,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,159,0,9.333333,1,"[256, 1, 1]"
4224,0,10.784,7,6083647122041.895,100,7,kernel,195.047623,"[1, 8, 256]",38,733,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,159,0,24.380953,1,"[256, 1, 1]"
49152,0,88.416,7,6083647122056.007,17,7,kernel,19.047619,"[2, 25, 8]",230,737,X,sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,0,159,0,4.761905,1,"[128, 1, 1]"
0,0,7.616,7,6083647122145.255,100,7,kernel,149.333328,"[3136, 1, 1]",16,746,X,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,162,0,37.333332,1,"[128, 1, 1]"
0,0,1.92,7,6083647122153.735,0,7,kernel,0.047619,"[1, 1, 1]",24,752,X,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",0,163,0,0.011905,1,"[128, 1, 1]"
14480,0,10.112,7,6083647122156.423,100,7,kernel,48.761906,"[256, 1, 1]",40,805,X,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",0,166,0,3.047619,1,"[512, 1, 1]"
0,0,6.944,7,6083647122176.583,100,7,kernel,74.666664,"[1568, 1, 1]",18,826,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,179,0,18.666666,1,"[128, 1, 1]"
0,0,6.688,7,6083647122184.423,100,7,kernel,74.666664,"[784, 1, 1]",26,845,X,"void at::native::(anonymous namespace)::max_pool_forward_nchw<float>(int, float const*, long, long, long, int, int, int, int, int, int, int, int, int, int, float*, long*)",0,182,0,9.333333,1,"[256, 1, 1]"
4224,0,2.464,7,6083647122191.847,40,7,kernel,19.047619,"[25, 8, 1]",38,863,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,186,0,2.380952,1,"[256, 1, 1]"
4224,0,18.848,7,6083647122195.111,100,7,kernel,390.095245,"[1, 8, 512]",38,865,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,186,0,48.761906,1,"[256, 1, 1]"
73728,0,51.168,7,6083647122214.695,0,7,kernel,2.666667,"[28, 2, 1]",162,869,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_128x64_16x6_nhwc_align4::Params),0,186,0,0.666667,1,"[128, 1, 1]"
4224,0,3.392,7,6083647122266.631,79,7,kernel,38.095238,"[25, 16, 1]",40,873,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,186,0,4.761905,1,"[256, 1, 1]"
0,0,4.512,7,6083647122270.855,100,7,kernel,74.666664,"[1568, 1, 1]",16,881,X,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,189,0,18.666666,1,"[128, 1, 1]"
0,0,1.568,7,6083647122276.135,0,7,kernel,0.047619,"[1, 1, 1]",24,887,X,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",0,190,0,0.011905,1,"[128, 1, 1]"
4240,0,9.856,7,6083647122278.503,100,7,kernel,97.523811,"[512, 1, 1]",40,940,X,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",0,193,0,6.095238,1,"[512, 1, 1]"
0,0,2.431,7,6083647122292.423,78,7,kernel,37.333332,"[784, 1, 1]",18,961,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,206,0,9.333333,1,"[128, 1, 1]"
4224,0,2.976,7,6083647122295.591,79,7,kernel,38.095238,"[25, 16, 1]",38,983,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,211,0,4.761905,1,"[256, 1, 1]"
4224,0,33.857,7,6083647122299.366,100,7,kernel,780.190491,"[1, 16, 512]",38,985,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,211,0,97.523811,1,"[256, 1, 1]"
73728,0,96.063,7,6083647122333.959,0,7,kernel,2.666667,"[28, 2, 1]",168,989,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_32x3_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_128x64_32x3_nhwc_align4::Params),0,211,0,0.666667,1,"[128, 1, 1]"
4224,0,3.424,7,6083647122430.854,79,7,kernel,38.095238,"[25, 16, 1]",40,993,X,"void cudnn::engines_precompiled::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::engines_precompiled::nhwc2nchw_params_t<float>, float const*, float*)",0,211,0,4.761905,1,"[256, 1, 1]"
0,0,4.096,7,6083647122435.11,100,7,kernel,74.666664,"[1568, 1, 1]",16,1001,X,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0,214,0,18.666666,1,"[128, 1, 1]"
0,0,1.601,7,6083647122440.07,0,7,kernel,0.047619,"[1, 1, 1]",24,1007,X,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2> >(int, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char*, 2>)",0,215,0,0.011905,1,"[128, 1, 1]"
4240,0,9.728,7,6083647122442.47,100,7,kernel,97.523811,"[512, 1, 1]",40,1060,X,"void cudnn::bn_fw_tr_1C11_singleread<float, 512, true, 1, 2, 0>(cudnn::bn_fw_tr_1C11_args<float>)",0,218,0,6.095238,1,"[512, 1, 1]"
0,0,2.433,7,6083647122456.326,78,7,kernel,37.333332,"[784, 1, 1]",18,1081,X,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",0,231,0,9.333333,1,"[128, 1, 1]"
4224,0,2.976,7,6083647122459.494,79,7,kernel,38.095238,"[25, 16, 1]",38,1103,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,236,0,4.761905,1,"[256, 1, 1]"
4224,0,34.016,7,6083647122463.27,100,7,kernel,780.190491,"[1, 16, 512]",38,1105,X,"void cudnn::engines_precompiled::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::engines_precompiled::nchw2nhwc_params_t<float>, float const*, float*)",0,236,0,97.523811,1,"[256, 1, 1]"
73728,0,95.648,7,6083647122498.054,0,7,kernel,2.666667,"[28, 2, 1]",168,1109,X,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x64_32x3_nhwc_align4>(cutlass_tensorop_s1688fprop_optimized_tf32_128x64_32x3_nhwc_align4::Params),0,236,0,0.666667,1,"[128, 1, 1]"
